pltID,mukey,muname
4_37_121_24,547561,"Dillsboro clay loam, 8 to 15 percent slopes, stony"
1_40_127_165,571284,"Larue loamy fine sand, 3 to 8 percent slopes"
1_45_29_96,132278,"Nemours fine sandy loam, 0 to 2 percent slopes"
2_45_31_90,618866,"Coxville sandy loam, 0 to 2 percent slopes"
2_45_33_44,129751,"Johnston-Rutlege association, frequently flooded"
2_45_61_15,1606541,"Dothan loamy sand, 2 to 6 percent slopes"
3_45_37_27,129885,"Troup sand, 0 to 6 percent slopes, Carolina and Georgia Sand Hills"
3_45_37_40,129884,Toccoa sandy loam
3_45_71_36,639226,"Cecil sandy clay loam, 6 to 10 percent slopes, moderately eroded"
3_45_7_26,131803,"Hiwassee sandy loam, 2 to 6 percent slopes"
3_45_81_42,131189,"Georgeville silty clay loam, 6 to 10 percent slopes, severely eroded"
2_47_81_42,527455,"Biffle gravelly silt loam, 30 to 60 percent slopes"
3_47_103_22,525843,"Barfield-Gladdice-Rock outcrop complex, 30 to 70 percent slopes"
3_47_111_15,527702,"Hawthorne gravelly silt loam, 5 to 20 percent slopes"
3_47_147_24,528160,"Sengtown gravelly silt loam, 12 to 20 percent slopes"
3_47_149_15,528198,"Arrington silt loam, 0 to 2 percent slopes, occasionally flooded"
3_47_165_17,528381,"Sulphura channery silt loam, 25 to 55 percent slopes"
3_47_165_29,528389,"Taft silt loam, 0 to 2 percent slopes"
3_47_169_5,530007,"Barfield-Rock outcrop complex, 5 to 20 percent slopes"
3_47_187_27,523469,"Bodine gravelly silt loam, 5 to 12 percent slopes"
3_47_189_13,528454,"Dellrose gravelly silt loam, 30 to 60 percent slopes, eroded"
3_47_27_7,531124,"Garmon-Newbern complex, 40 to 80 percent slopes, rocky"
3_47_41_6,527044,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_41_7,527044,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_41_9,527075,"Mimosa-Rock outcrop complex, 20 to 40 percent slopes"
3_47_55_22,527278,"Bodine cherty silt loam, 20 to 45 percent slopes"
3_47_87_10,530176,"Barfield-Rock outcrop complex, 5 to 20 percent slopes"
3_47_87_13,530189,"Hawthorne gravelly silt loam, 5 to 20 percent slopes"
3_47_87_17,530190,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_87_7,530175,"Barfield-Gladdice-Rock outcrop complex, 30 to 70 percent slopes"
3_47_87_9,530175,"Barfield-Gladdice-Rock outcrop complex, 30 to 70 percent slopes"
4_47_129_12,2439093,"Gilpin-Boulin-Petros complex, 25 to 80 percent slopes, very stony"
4_47_153_5,529599,"Bodine and Pailo gravelly loams, 20 to 50 percent slopes"
4_47_185_14,2517203,"Algood gravelly silt loam, 12 to 20 percent slopes, eroded"
4_47_49_22,2571834,"Caneyville-Rock outcrop-Standingstone complex, 12 to 35 percent slopes"
5_47_143_23,728875,"Ramsey-Rock outcrop complex, 20 to 50 percent slopes"
5_47_173_4,2478727,"Berks-Weikert complex, 20 to 75 percent slopes"
1_51_133_5,119759,Mixed alluvial land
1_51_99_30,120557,"Sassafras fine sandy loam, 2 to 6 percent slopes"
2_51_143_83,119973,"Clover fine sandy loam, 7 to 15 percent slopes"
2_51_147_10,120277,"Madison fine sandy loam, hilly phase"
2_51_19_32,135947,"Poplar Forest sandy clay loam, 15 to 25 percent slopes, severely eroded"
2_51_29_13,2479344,"Appomattox-Penhook complex, 2 to 7 percent slopes"
2_51_29_79,2479437,"Spears Mountain silt loam,  7 to 15 percent slopes"
2_51_31_22,120683,"Cecil fine sandy loam, 15 to 25 percent slopes, eroded"
2_51_37_36,118689,"Appling fine sandy loam, very deep, 2 to 6 percent slopes, eroded"
2_51_49_16,1587419,"Helena sandy loam, 2 to 7 percent slopes"
2_51_67_12,581948,"Clifford fine sandy loam, 8 to 15 percent slopes"
2_51_67_68,581948,"Clifford fine sandy loam, 8 to 15 percent slopes"
2_51_89_26,122318,"Minnieville loam, 7 to 15 percent slopes"
2_51_89_30,122319,"Minnieville loam, 15 to 25 percent slopes"
2_51_89_61,122345,"Woolwine-Clifford complex, 15 to 25 percent slopes"
3_51_107_83,642026,"Purcellville and Tankerville soils, 15 to 25 percent slopes"
3_51_113_14,516961,Congaree fine sandy loam
3_51_113_20,517043,"Rock land, acidic"
3_51_113_60,516968,"Dyke loam, 15 to 35 percent slopes, eroded"
3_51_125_80,136848,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_157_49,517434,"Halewood stony fine sandy loam, moderately steep phase"
3_51_3_33,516340,"Fauquier silt loam, 7 to 15 percent slopes"
3_51_61_28,1895416,"Pigeonroost-Edneytown complex, 15 to 25 percent slopes, very stony"
3_51_61_29,1895417,"Pigeonroost loam, 25 to 45 percent slopes, very stony"
3_51_61_59,1895265,"Tankerville-Purcellville complex, 15 to 25 percent slopes, rocky"
3_51_65_10,121806,"Louisburg sandy loam, rolling and hilly phases"
3_51_9_21,136744,"Peaks-Rock outcrop complex, 55 to 75 percent slopes"
3_51_9_34,136718,"Edneytown-Peaks complex, 15 to 35 percent slopes, extremely stony"
3_51_9_62,136699,"Stott Knob-Rhodhiss complex, 15 to 25 percent slopes"
4_51_15_40,517776,"Frederick-Christian silt loams, 7 to 15 percent slopes, eroded"
4_51_163_16,2514804,"Ingledove loam, 0 to 3 percent slopes, rarely flooded"
4_51_163_43,2514799,"Groseclose silt loam, 8 to 15 percent slopes"
4_51_165_40,518476,"Weikert-Berks complex, 45 to 70 percent slopes, extremely stony, eroded"
4_51_171_8,520719,"Frederick and Poplimento silt loams, 7 to 15 percent slopes, rocky"
4_51_187_7,518840,"Myersville silt loam, 7 to 15 percent slopes"
4_51_23_14,519100,"Moomaw loam, 2 to 7 percent slopes"
4_51_23_44,519065,"Frederick loam, 15 to 30 percent slopes, very rocky"
4_51_23_79,519065,"Frederick loam, 15 to 30 percent slopes, very rocky"
4_51_23_81,519060,"Frederick gravelly loam, 15 to 30 percent slopes"
4_51_69_9,521068,"Frederick-Poplimento very gravelly loams, 25 to 60 percent slopes"
5_51_105_1,521742,"Berks-Poplimento complex, 35 to 55 percent slopes"
5_51_105_47,521721,"Frederick silt loam, karst, 15 to 25 percent slopes"
5_51_155_31,521295,"Carbo silty clay loam, very rocky, 7 to 15 percent slopes"
5_51_169_86,778022,"Berks-Westmoreland complex, 55 to 70 percent slopes"
5_51_27_18,1670829,"Matewan-Clifftop-Rock outcrop complex, 35 to 80 percent slopes, extremely stony"
5_51_27_30,1670952,"Shelocta-Cedarcreek complex, 35 to 55 percent slopes, very bouldery"
5_51_51_23,2399876,"Marrowbone-Gilpin complex, 15 to 25 percent slopes"
1_48_185_92,366757,"Depcor loamy fine sand, 1 to 5 percent slopes"
1_48_199_18,2760765,"Belrose-Caneyhead frequently ponded complex, 0 to 1 percent slopes"
1_48_199_31,379687,"Kirbyville fine sandy loam, 0 to 2 percent slopes"
1_48_199_60,2760778,"Labelle-Levac complex, 0 to 1 percent slopes"
1_48_199_7,379687,"Kirbyville fine sandy loam, 0 to 2 percent slopes"
1_48_199_76,2760769,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_201_106,367379,"Clodine-Urban land complex, 0 to 1 percent slopes"
1_48_201_13,2760824,"Voss sand, 0 to 1 percent slopes, occassionally flooded"
1_48_201_183,2888246,"Segno-Urban land complex, 1 to 3 percent slopes"
1_48_201_199,2760784,"Anahuac-Aris complex, 0 to 1 percent slopes"
1_48_241_37,2888417,"Otanya very fine sandy loam, 1 to 3 percent slopes"
1_48_241_52,374417,"Doucette-Boykin association, undulating"
1_48_241_56,374441,"Pinetucky-Doucette association, undulating"
1_48_241_68,374430,"Letney-Tehran association, undulating"
1_48_241_90,2888406,"Hatliff-Pluck-Kian complex, 0 to 1 percent slopes,  frequently flooded"
1_48_289_35,369226,"Padina loamy fine sand, 1 to 8 percent slopes"
1_48_291_142,2888292,"Vamont clay, 0 to 1 percent slopes"
1_48_291_41,2888299,"Westcott-Plumgrove complex, 0 to 1 percent slopes"
1_48_291_71,2888270,"Evadale-Aldine complex, 0 to 1 percent slopes"
1_48_291_96,2888281,"Buna very fine sandy loam, 3 to 8 percent slopes"
1_48_339_137,575567,"Bibb soils, frequently flooded"
1_48_339_18,575600,Kirbyville fine sandy loam
1_48_339_25,575614,"Fetzer loamy fine sand, 1 to 5 percent slopes"
1_48_339_6,2888361,"Kaman clay, 0 to 1 percent slopes, frequently flooded"
1_48_339_68,2888372,"Waller-Urban land complex, 0 to 1 percent slopes"
1_48_351_22,2888397,"Kenefick-Caneyhead frequently ponded complex, 0 to 1 percent slopes"
1_48_351_33,2888394,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_351_36,374417,"Doucette-Boykin association, undulating"
1_48_361_17,2888509,"Spurger very fine sandy loam, 0 to 3 percent slopes"
1_48_361_31,2888507,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_361_49,2888500,"Orcadia-Anahuac complex, 0 to 1 percent slopes"
1_48_373_21,2888471,"Belrose loamy fine sand, 0 to 3 percent slopes"
1_48_403_34,1894756,"Alazan-Besner complex, 0 to 2 percent slopes"
1_48_471_80,575960,"Annona association, gently rolling"
1_48_473_51,373815,"Brazoria clay, 0 to 1 percent slopes, rarely flooded"
1_48_5_19,575207,"Keltys fine sandy loam, 1 to 5 percent slopes"
1_48_5_25,575218,"Kurth fine sandy loam, 1 to 3 percent slopes"
1_48_5_32,575199,"Fuller fine sandy loam, 1 to 4 percent slopes"
1_48_5_6,575179,"Alazan-Besner complex, gently undulating"
1_48_71_29,2760743,"Morey-Urban land complex, 0 to 1 percent slopes"
2_48_203_38,576421,"Bibb silt loam, frequently flooded"
2_48_347_51,575621,"Bowie fine sandy loam, 1 to 8 percent slopes"
2_48_401_93,578222,"Kirvin fine sandy loam, 1 to 5 percent slopes"
2_48_419_82,575761,"Eastwood very fine sandy loam, 1 to 5 percent slopes"
2_48_73_16,575335,Hannahatchee fine sandy loam
4_48_39_104,363056,"Lake Charles clay, 0 to 1 percent slopes"
4_48_39_140,363056,"Lake Charles clay, 0 to 1 percent slopes"
4_48_39_53,363069,"Pledger clay, 0 to 1 percent slopes, rarely flooded"
4_48_481_89,373249,"Clemville silty clay loam, 0 to 1 percent slopes, occasionally flooded"
1_17_181_20023,199463,"Zanesville-Westmore silt loams, 10 to 18 percent slopes, eroded"
3_18_29_20001,1600638,"Bonnell silt loam, 18 to 35 percent slopes"
2_19_153_20011,412908,"Clarion-Urban land complex, 2 to 5 percent slopes"
2_24_21_1251,535076,"Stumptown-Bagtown-Rock outcrop complex, 25 to 65 percent slopes"
2_24_25_66,533385,"Glenelg loam, 8 to 15 percent slopes"
5_24_1_1277,2401259,"Weikert channery silt loam, 45 to 65 percent slopes"
1_34_39_12059,1444070,"Udorthents, loamy substratum, 0 to 8 percent slopes"
8_36_119_1238,309696,"Charlton fine sandy loam, 15 to 25 percent slopes"
1_39_131_1398,537723,"Shelocta-Brownsville association, steep"
1_39_131_3049,537723,"Shelocta-Brownsville association, steep"
1_39_141_3780,170914,"Miamian silt loam, 2 to 6 percent slopes, eroded"
1_39_145_3813,2480048,"Shelocta-Wharton-Latham association, steep"
1_39_145_5581,537312,"Shelocta-Brownsville association, very steep"
1_39_25_1638,168789,"Fox-Urban land complex, 2 to 6 percent slopes"
1_39_53_3317,536791,"Berks-Upshur association, very steep"
1_39_87_3617,536184,"Steinsburg-Shelocta association, very steep"
1_39_87_5476,536191,"Upshur-Gilpin complex, 40 to 70 percent slopes"
2_39_105_3224,537182,"Nolin silt loam, 0 to 3 percent slopes, frequently flooded"
2_39_115_1774,537446,"Lowell-Gilpin complex, 35 to 70 percent slopes"
2_39_167_3819,536561,"Vandalia silty clay loam, 25 to 35 percent slopes"
3_39_119_3415,537926,"Newark silt loam, 0 to 3 percent slopes, frequently flooded"
3_39_121_3941,2899912,"Morristown channery silt loam, 8 to 25 percent slopes, unreclaimed"
3_39_13_3787,3175290,"Morristown silty clay loam, 0 to 8 percent slopes, reclaimed"
3_39_31_1433,536591,"Aaron silt loam, 6 to 15 percent slopes, eroded"
3_39_31_3661,536697,"Watertown sandy loam, 0 to 2 percent slopes"
3_39_31_5340,536639,"Gilpin silt loam, 8 to 15 percent slopes"
4_39_153_4307,825414,"Wheeling silt loam, 2 to 6 percent slopes"
0_42_43_1169,540702,"Berks shaly silt loam, 3 to 8 percent slopes, moderately eroded"
0_42_43_554,540776,"Weikert shaly silt loam, 15 to 25 percent slopes, moderately eroded"
0_42_61_1672,541987,"Edom-Weikert complex, 15 to 25 percent slopes"
0_42_61_415,542025,"Morrison very stony sandy loam, 8 to 25 percent slopes"
0_42_67_533,545453,"Andover extremely stony loam, 8 to 15 percent slopes"
5_42_125_1046,542153,"Dormont-Culleoka complex, 25 to 50 percent slopes"
5_42_125_1916,542152,"Dormont-Culleoka complex, 15 to 25 percent slopes"
5_42_129_33,544645,"Monongahela silt loam, 3 to 8 percent slopes"
7_42_9_514,541779,"Buchanan cobbly loam, 8 to 15 percent slopes, extremely stony"
9_42_101_410,1479575,Water
9_42_11_577,542978,"Berks-Weikert complex, 8 to 15 percent slopes"
9_42_1_1343,545559,Bowmansville silt loam
9_42_91_77,2229484,"Urban land-Duffield complex, 0 to 8 percent slopes"
2_54_1_1651,513238,"Ernest silt loam, 3 to 20 percent slopes, extremely stony"
2_54_31_2313,515859,"Berks channery silt loam, 8 to 15 percent slopes"
2_54_3_2456,516207,"Buchanan loam, 15 to 35 percent slopes, extremely stony"
3_54_109_1065,513506,"Potomac-Urban land complex, 3 to 8 percent slopes"
3_54_45_2341,1155555,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
3_54_45_402,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_45_41,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_47_1052,532232,"Pineville-Lily complex, 15 to 35 percent slopes, very stony"
3_54_47_1295,532226,"Pineville-Berks association, 35 to 80 percent slopes, rocky, extremely stony"
3_54_59_2252,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_2259,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_738,1155540,"Fiveblock and Kaymine soils, 35 to 80 percent slopes, extremely stony"
3_54_5_1055,514855,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
3_54_5_2153,514855,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
4_54_61_1126,514374,"Ernest silt loam, 15 to 25 percent slopes"
4_54_73_947,514693,"Gilpin-Upshur complex, 35 to 70 percent slopes"
4_54_85_11,513296,"Monongahela and Tilsit silt loams, 10 to 20 percent slopes, severely eroded"
4_54_99_56,515008,"Dekalb-Gilpin complex, 35 to 65 percent slopes, very stony"
1_1_3_199,328160,"Lakeland loamy fine sand, 8 to 12 percent slopes"
1_1_53_20,329316,"Bibb soils, 0 to 2 percent slopes"
1_1_53_59,329333,"Freemanville fine sandy loam, 2 to 5 percent slopes"
1_1_97_29,2995068,"Bama-Urban land complex, 0 to 8 percent slopes"
1_1_97_77,2995014,"Bayou fine sandy loam, 0 to 1 percent slopes, occasionally flooded"
2_1_119_62,331470,"Annemaine sandy loam, 0 to 2 percent slopes, occasionally flooded"
2_1_131_36,331679,"Una silty clay, ponded"
2_1_35_48,328734,"Malbis sandy loam, 1 to 6 percent slopes"
3_1_101_74,331013,"Wickham fine sandy loam, 0 to 2 percent slopes, rarely flooded"
3_1_13_83,328480,"Troup-Luverne-Smithdale complex, 15 to 35 percent slopes"
3_1_17_16,122688,"Appling gravelly sandy clay loam, severely eroded, stongly sloping"
3_1_21_18,328555,"Toccoa soils, local alluvium"
3_1_31_18,328675,Bladen fine sandy loam
3_1_31_45,328661,"Orangeburg sandy loam, 5 to 8 percent slopes"
3_1_69_36,614222,"Troup-Bonifay complex, 5 to 8 percent slopes"
3_1_85_74,2514609,"Brantley-Smithdale complex, 15 to 30 percent slopes"
4_1_107_33,331273,"Savannah loam, 2 to 5 percent slopes"
4_1_63_50,329669,"Lakeland fine sand, 0 to 5 percent slopes"
5_1_121_66,523261,"Tallapoosa-Tatum association, hilly"
6_1_49_1,329194,"Muskingum (Gorgas) fine sandy loam, 10 to 20 percent slopes, eroded"
6_1_71_64,522929,Limestone rockland rough
6_1_71_75,522929,Limestone rockland rough
6_1_89_85,523131,Greendale cherty silt loam
3_5_139_5,579198,"Warnock fine sandy loam, 1 to 7 percent slopes"
3_5_19_51,3179404,"Sardis silt loam, occasionally flooded"
3_5_27_12,565363,"Smithdale fine sandy loam, 3 to 8 percent slopes"
3_5_3_51,565070,"Pheba silt loam, 0 to 2 percent slopes"
5_5_7_50,565042,"Nixa very gravelly silt loam, 3 to 8 percent slopes"
5_5_9_20,565099,"Clarksville very gravelly silt loam, 20 to 50 percent slopes"
1_12_47_1,1148810,"Valdosta sand, 0 to 5 percent slopes"
1_12_79_16,1380297,"Blanton sand, 0 to 5 percent slopes"
2_12_133_39,2398498,"Bonifay-Fuquay complex, 0 to 5 percent slopes"
2_12_33_48,1425339,"Troup sand, 0 to 5 percent slopes"
2_12_45_84,1472748,Pelham loamy fine sand
2_12_59_30,1017247,"Fuquay loamy sand, 1 to 8 percent slopes"
2_12_63_108,1424919,"Dothan loamy sand, 2 to 5 percent slopes"
2_12_63_59,1424936,Grady fine sand loam
1_13_229_16,124933,Swamp
1_13_229_2,124917,"Carnegie sandy loam, 2 to 5 percent slopes, eroded"
1_13_25_41,2686767,"Kinston and Johnston soils, 0 to 2 percent slopes, frequently flooded"
1_13_305_3,125109,Swamp (chastain)
1_13_39_33,125403,Bohicket-Capers association
1_13_43_15,325539,"Tifton loamy sand, 2 to 5 percent slopes"
1_13_51_2,125384,Lakeland sand
2_13_315_9,326236,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_321_71,325128,"Pelham loamy sand, occasionally flooded"
2_13_93_2,325761,Clarendon sandy loam
3_13_163_20,325866,"Pits-Udorthents complex, gently sloping"
3_13_235_28,326208,"Faceville sandy loam, 5 to 8 percent slopes"
3_13_261_53,326251,"Greenville sandy loam, 2 to 5 percent slopes"
3_13_303_62,326379,"Vaucluse and Ailey loamy sands, 8 to 17 percent slopes"
3_13_319_8,326340,Chewacla-Congaree association
4_13_105_34,125742,Toccoa fine sandy loam
4_13_45_23,125447,"Madison gravelly clay loam, 2 to 6 percent slopes, severely eroded"
1_21_131_43,552144,"Fairpoint and Bethesda soils, 2 to 70 percent slopes, benched, stony"
1_21_133_26,3098716,"Shelocta-Highsplint-Gilpin complex, 20 to 70 percent slopes, very stony"
1_21_95_10,552135,"Udorthents-Urban land complex, occasionally flooded"
1_21_95_34,552122,"Highsplint-Cloverlick-Guyandotte complex, 35 to 75 percent slopes, very stony"
1_21_95_43,552134,"Shelocta-Kimper-Cutshin complex, 20 to 55 percent slopes, very stony"
2_21_135_101,550293,"Covedale-Trappist silt loams, 20 to 55 percent slopes, eroded"
2_21_19_15,550403,"Latham-Shelocta silt loams, 30 to 50 percent slopes"
5_21_169_16,549713,"Baxter gravelly silt loam, 12 to 20 percent slopes, eroded"
5_21_207_17,552503,Taft silt loam
5_21_231_49,2583830,"Caneyville-Rock outcrop-Standingstone complex, 12 to 35 percent slopes"
5_21_45_1,548884,"Colyer-Trappist complex, 12 to 20 percent slopes"
6_21_107_84,3175374,"Fairpoint-Bethesda complex, 6 to 20 percent slopes"
6_21_177_48,551089,"Belknap silt loam, 0 to 2 percent slopes, occasionally flooded"
6_21_9_52,2453019,"Tarklin gravelly silt loam, 6 to 12 percent slopes"
7_21_221_52,549451,"Brandon-Saffell complex, 20 to 50 percent slopes"
1_22_25_27,1722377,"Alligator clay, frequently flooded"
1_22_67_16,569818,Portland clay
1_22_67_49,569795,"Guyton silt loam, 0 to 1 percent slopes"
2_22_101_55,378501,"Kleinpeter silt, 1 to 5 percent slopes"
2_22_113_46,1539718,"Patoutville silt loam, 0 to 1 percent slopes"
2_22_1_16,376884,"Acadiana silt loam, 1 to 3 percent slopes"
2_22_1_2,376919,"Barbary mucky clay, 0 to 1 percent slopes, frequently flooded"
2_22_1_75,376920,"Kinder-Vidrine complex, 0 to 1 percent slopes"
2_22_23_23,1723530,"Scatlake mucky clay, 0 to 0.2 percent slopes, tidal"
2_22_47_11,1451376,"Levees-Borrow pits complex, 0 to 25 percent slopes"
2_22_47_36,808489,"Convent silt loam, 0 to 1 percent slopes, frequently flooded"
2_22_47_9,3260446,"Sharkey clay, 0 to 1 percent slopes, frequently flooded, deltaic plain"
2_22_55_18,808635,"Dowling clay, 0 to 1 percent slopes, frequently flooded, deltaic plain"
2_22_97_3,823574,"Patoutville silt, 0 to 1 percent slopes"
2_22_99_27,3260447,"Sharkey clay, 0 to 1 percent slopes, rarely flooded, deltaic plain"
2_22_9_35,1711934,"Gallion silt loam, 0 to 1 percent slopes"
3_22_115_61,3103234,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_11_25,1725683,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_11_68,1725683,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_11_73,1725718,Merryville-Bearhead complex
3_22_19_11,1413695,"Edgerly loam, 0 to 1 percent slopes, rarely flooded"
3_22_19_18,1413696,"Mowata-Vidrine complex, 0 to 1 percent slopes, rarely flooded"
3_22_19_19,1413694,"Midland silty clay loam, 0 to 1 percent slopes, rarely flooded"
3_22_19_24,1413678,"Crowley-Vidrine complex, 0 to 1 percent slopes"
3_22_19_3,1413696,"Mowata-Vidrine complex, 0 to 1 percent slopes, rarely flooded"
3_22_19_38,1413698,"Udifluvents, 1 to 20 percent slopes"
3_22_19_61,1413669,Arat mucky silt loam
3_22_39_21,1017120,Calhoun-Duralde complex
3_22_39_29,1017131,"Glenmora silt loam, 1 to 3 percent slopes"
3_22_39_38,1017151,"Tenot silt loam, 1 to 3 percent slopes"
3_22_3_27,1586093,"Acadia silt loam, 1 to 3 percent slopes"
3_22_53_39,1414677,"Kaplan silt loam, 0 to 1 percent slopes"
3_22_59_12,1600153,"Alligator clay, frequently flooded"
3_22_59_20,1600186,"Ruston fine sandy loam, 1 to 3 percent slopes"
3_22_69_28,1903090,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_69_40,1903090,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_79_12,569981,"Bossier clay, 0 to 1 percent slopes, frequently flooded"
3_22_79_19,569954,"Foley silt loam, occasionally flooded"
3_22_79_42,569961,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_79_75,569961,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_85_57,3041063,"Eastwood very fine sandy loam, 1 to 5 percent slopes"
4_22_103_24,327018,"Savannah fine sandy loam, 3 to 6 percent slopes"
4_22_105_42,1536527,"Tangi silt loam, 3 to 8 percent slopes"
4_22_105_44,1536527,"Tangi silt loam, 3 to 8 percent slopes"
4_22_105_49,1536506,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
4_22_105_53,1536511,"Guyton silt loam, 0 to 1 percent slopes, rarely flooded"
4_22_105_8,1536527,"Tangi silt loam, 3 to 8 percent slopes"
4_22_117_45,1724145,"Ouachita, Bibb, and Jena soils, frequently flooded"
4_22_33_1,577025,"Frost silt loam, 0 to 1 percent slopes, occasionally flooded"
4_22_33_14,577020,Pits
4_22_37_27,1605275,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_63_27,569737,"Colyell silt loam, 1 to 3 percent slopes, rarely flooded"
4_22_63_41,569743,"Gilbert-Brimstone silt loams, occasionally flooded"
4_22_63_45,569737,"Colyell silt loam, 1 to 3 percent slopes, rarely flooded"
4_22_63_8,569743,"Gilbert-Brimstone silt loams, occasionally flooded"
5_22_111_9,1725333,"Frizzell silt loam, 0 to 2 percent slopes"
5_22_127_51,1725954,"Frizzell-Guyton complex, 0 to 2 percent slopes"
5_22_17_22,2805715,"Guyton silt loam, 0 to 1 percent slopes, frequently flooded"
5_22_27_22,569332,"Sacul very fine sandy loam, 5 to 12 percent slopes"
1_28_149_65,568692,Gullied land
2_28_105_14,333489,"Leeper silty clay loam, 0 to 2 percent slopes, occasionally flooded"
2_28_115_38,333731,"Ruston and Cahaba sandy loams, 17 to 30 percent slopes (ruston and smithdale)"
2_28_13_7,331832,"Cuthbert, Dulac, and Ruston soils, 12 to 35 percent slopes. severely eroded (sweatman, providence and smithdale)"
3_28_121_51,333853,"Tippah silt loam, 5 to 8 percent slopes, moderately eroded"
3_28_123_4,2431364,"Sweatman fine sandy loam, 5 to 15 percent slopes, eroded"
3_28_69_59,3260480,"Sweatman-Smithdale association, 12 to 40 percent slopes, moderately eroded"
4_28_109_27,333547,"Malbis fine sandy loam, 2 to 5 percent slopes"
4_28_109_38,333528,"Basin loam, 0 to 2 percent slopes"
4_28_111_52,333595,"Benndale fine sandy loam, 2 to 5 percent slopes"
4_28_153_53,2403481,"Freest fine sandy loam, 2 to 5 percent slopes"
4_28_35_42,332218,"Heidel sandy loam, 12 to 30 percent slopes"
4_28_39_34,332272,"McLaurin fine sandy loam, 0 to 2 percent slopes"
4_28_41_34,2642204,"Lorman-Freest-Susquehanna complex, 5 to 15 percent slopes"
4_28_45_37,332383,"Atmore silt loam, 0 to 2 percent slopes"
4_28_65_27,332701,"Trebloc silt loam, thick surface variant"
4_28_67_14,332740,"Freest fine sandy loam, 5 to 8 percent slopes"
4_28_67_2,332704,Quitman fine sandy loam
4_28_67_58,332716,"Trebloc silt loam, 0 to 2 percent slopes, frequently flooded"
4_28_77_28,332943,"Smithdale sandy loam, 15 to 30 percent slopes"
4_28_77_31,332924,"Cahaba sandy loam, 0 to 2 percent slopes, occasionally flooded"
4_28_91_1,333140,"Savannah fine sandy loam, 2 to 5 percent slopes"
5_28_157_56,571062,"Bruno loamy fine sand, 0 to 5 percent slopes, frequently flooded"
5_28_21_48,567579,Falaya silt loam
5_28_29_1,567699,"Providence silt loam, 2 to 5 percent slopes, eroded"
5_28_29_33,567698,"Providence silt loam, 0 to 2 percent slopes"
5_28_49_11,567911,"Loring silt loam, 5 to 8 percent slopes, moderately eroded, central"
5_28_5_56,1482967,Water
1_37_107_50,115992,"Bibb soils, frequently flooded"
1_37_191_15,116272,"Wickham loamy sand, 0 to 2 percent slopes"
1_37_191_53,116268,"Wagram loamy sand, 0 to 6 percent slopes"
1_37_19_74,115548,Muckalee loam
1_37_85_57,113141,"Wagram loamy sand, 0 to 6 percent slopes"
3_37_159_42,2422562,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded"
3_37_169_1,2389042,"Rhodhiss, Fairview, and Stott Knob soils, 25 to 60 percent slopes"
3_37_197_16,2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded"
3_37_33_7,2973907,"Fairview sandy clay loam, 8 to 15 percent slopes, moderately eroded"
3_37_35_24,2431409,"Madison gravelly sandy loam, 6 to 10 percent slopes"
3_37_45_19,117057,"Cecil-Urban land complex, 2 to 8 percent slopes"
3_37_63_27,112320,"Herndon silt loam, 6 to 10 percent slopes"
3_37_97_105,2424277,"Chewacla loam, 0 to 2 percent slopes, frequently flooded"
4_37_111_1,547196,"Evard-Cowee complex, 25 to 60 percent slopes"
4_37_193_25,1383446,"Evard-Cowee complex, 25 to 60 percent slopes, stony"
4_37_193_33,1383446,"Evard-Cowee complex, 25 to 60 percent slopes, stony"
4_37_193_51,1383446,"Evard-Cowee complex, 25 to 60 percent slopes, stony"
4_37_87_6,546775,"Hayesville clay loam, 8 to 15 percent slopes, eroded"
4_37_89_10,546842,"Brevard loam, 7 to 15 percent slopes"
2_40_21_128,571832,"Healing silt loam, 0 to 1 percent slopes, occasionally flooded"
